"","player_name","match_round","vote","season","player_team"
"2583","Adam Tomlinson","20",1,2018,"Greater Western Sydney"
"2584","Adam Tomlinson","20",1,2018,"Greater Western Sydney"
"2585","Elliot Yeo","20",10,2018,"West Coast"
"2586","Jack Redden","20",7,2018,"West Coast"
"2587","Andrew Gaff","20",4,2018,"West Coast"
"2588","Brad Sheppard","20",3,2018,"West Coast"
"2589","Jamie Cripps","20",3,2018,"West Coast"
"2590","Jack Darling","20",2,2018,"West Coast"
"2591","Scott Lycett","20",1,2018,"West Coast"
"2592","Clayton Oliver","20",10,2018,"Melbourne"
"2593","Angus Brayshaw","20",6,2018,"Melbourne"
"2594","Jesse Hogan","20",6,2018,"Melbourne"
"2595","James Harmes","20",4,2018,"Melbourne"
"2596","Alex Sexton","20",2,2018,"Gold Coast"
"2597","Christian Salem","20",2,2018,"Melbourne"
"2598","Anthony McDonald-Tipungwuti","21",10,2018,"Essendon"
"2599","Sebastian Ross","21",5,2018,"St Kilda"
"2600","Zach Merrett","21",5,2018,"Essendon"
"2601","David Myers","21",4,2018,"Essendon"
"2602","Dyson Heppell","21",3,2018,"Essendon"
"2603","Conor McKenna","21",2,2018,"Essendon"
"2604","Andrew McGrath","21",1,2018,"Essendon"
"2605","Patrick Dangerfield","21",10,2018,"Geelong"
"2606","James Worpel","21",6,2018,"Hawthorn"
"2607","Shaun Burgoyne","21",4,2018,"Hawthorn"
"2608","Jaeger O'Meara","21",3,2018,"Hawthorn"
"2609","Gary Ablett","21",3,2018,"Geelong"
"2610","Isaac Smith","21",3,2018,"Hawthorn"
"2611","Tom Mitchell","21",1,2018,"Hawthorn"
"2612","Jack Riewoldt","21",10,2018,"Richmond"
"2613","Shaun Grigg","21",8,2018,"Richmond"
"2614","Josh Caddy","21",4,2018,"Richmond"
"2615","Dustin Martin","21",4,2018,"Richmond"
"2616","Shane Edwards","21",3,2018,"Richmond"
"2617","Bachar Houli","21",1,2018,"Richmond"
"2618","Luke Shuey","21",10,2018,"West Coast"
"2619","Tom Barrass","21",6,2018,"West Coast"
"2620","Elliot Yeo","21",4,2018,"West Coast"
"2621","Scott Lycett","21",4,2018,"West Coast"
"2622","Tom Clurey","21",3,2018,"Port Adelaide"
"2623","Aidyn Johnson","21",2,2018,"Port Adelaide"
"2624","Tom Jonas","21",1,2018,"Port Adelaide"
"2625","Lachie Whitfield","21",10,2018,"Greater Western Sydney"
"2626","Lachie Whitfield","21",10,2018,"Greater Western Sydney"
"2627","Brodie Smith","21",7,2018,"Adelaide"
"2628","Callan Ward","21",5,2018,"Greater Western Sydney"
"2629","Callan Ward","21",5,2018,"Greater Western Sydney"
"2630","Harry Himmelberg","21",5,2018,"Greater Western Sydney"
"2631","Harry Himmelberg","21",5,2018,"Greater Western Sydney"
"2632","Rory Lobb","21",2,2018,"Greater Western Sydney"
"2633","Rory Lobb","21",2,2018,"Greater Western Sydney"
"2634","Rory Sloane","21",1,2018,"Adelaide"
"2635","Taylor Adams","21",10,2018,"Collingwood"
"2636","Jack Crisp","21",7,2018,"Collingwood"
"2637","Brodie Grundy","21",4,2018,"Collingwood"
"2638","Jordan De Goey","21",3,2018,"Collingwood"
"2639","Scott Pendlebury","21",2,2018,"Collingwood"
"2640","Levi Greenwood","21",2,2018,"Collingwood"
"2641","Harris Andrews","21",1,2018,"Brisbane Lions"
"2642","Dayne Beams","21",1,2018,"Brisbane Lions"
"2643","Marcus Bontempelli","21",10,2018,"Western Bulldogs"
"2644","Lachie Hunter","21",8,2018,"Western Bulldogs"
"2645","Jack Macrae","21",5,2018,"Western Bulldogs"
"2646","Caleb Daniel","21",5,2018,"Western Bulldogs"
"2647","Jason Johannisen","21",2,2018,"Western Bulldogs"
"2648","Lachie Neale","21",10,2018,"Fremantle"
"2649","David Mundy","21",7,2018,"Fremantle"
"2650","Nathan Wilson","21",5,2018,"Fremantle"
"2651","Patrick Cripps","21",5,2018,"Carlton"
"2652","Ed Langdon","21",2,2018,"Fremantle"
"2653","Dale Thomas","21",1,2018,"Carlton"
"2654","Isaac Heeney","21",10,2018,"Sydney"
"2655","Jake Lloyd","21",7,2018,"Sydney"
"2656","Aliir Aliir","21",4,2018,"Sydney"
"2657","Angus Brayshaw","21",3,2018,"Melbourne"
"2658","George Hewett","21",3,2018,"Sydney"
"2659","Tom Papley","21",2,2018,"Sydney"
"2660","Lance Franklin","21",1,2018,"Sydney"
"2661","Dustin Martin","22",8,2018,"Richmond"
"2662","Josh Caddy","22",7,2018,"Richmond"
"2663","Devon Smith","22",6,2018,"Essendon"
"2664","Dylan Grimes","22",5,2018,"Richmond"
"2665","Aaron Francis","22",2,2018,"Essendon"
"2666","Shaun Grigg","22",2,2018,"Richmond"
"2667","Brodie Grundy","22",10,2018,"Collingwood"
"2668","Taylor Adams","22",8,2018,"Collingwood"
"2669","Chris Mayne","22",4,2018,"Collingwood"
"2670","Brayden Maynard","22",4,2018,"Collingwood"
"2671","Steele Sidebottom","22",3,2018,"Collingwood"
"2672","Travis Boak","22",1,2018,"Port Adelaide"
"2673","Tim Kelly","22",9,2018,"Geelong"
"2674","Tom Hawkins","22",9,2018,"Geelong"
"2675","Gary Ablett","22",5,2018,"Geelong"
"2676","Brandan Parfitt","22",4,2018,"Geelong"
"2677","Sam Menegola","22",2,2018,"Geelong"
"2678","Nat Fyfe","22",1,2018,"Fremantle"
"2679","Lance Franklin","22",10,2018,"Sydney"
"2680","Luke Parker","22",8,2018,"Sydney"
"2681","Dylan Shiel","22",6,2018,"Greater Western Sydney"
"2682","Dylan Shiel","22",6,2018,"Greater Western Sydney"
"2683","Dane Rampe","22",2,2018,"Sydney"
"2684","Callan Ward","22",2,2018,"Greater Western Sydney"
"2685","Callan Ward","22",2,2018,"Greater Western Sydney"
"2686","Jake Lloyd","22",2,2018,"Sydney"
"2687","Dayne Beams","22",10,2018,"Brisbane Lions"
"2688","Alex Sexton","22",8,2018,"Gold Coast"
"2689","David Swallow","22",3,2018,"Gold Coast"
"2690","Stefan Martin","22",3,2018,"Brisbane Lions"
"2691","Touk Miller","22",2,2018,"Gold Coast"
"2692","Harris Andrews","22",2,2018,"Brisbane Lions"
"2693","Allen Christensen","22",1,2018,"Brisbane Lions"
"2694","Daniel Rich","22",1,2018,"Brisbane Lions"
"2695","Jack Steele","22",9,2018,"St Kilda"
"2696","Jack Gunston","22",9,2018,"Hawthorn"
"2697","Shaun Burgoyne","22",5,2018,"Hawthorn"
"2698","Jade Gresham","22",3,2018,"St Kilda"
"2699","Jarryn Geary","22",2,2018,"St Kilda"
"2700","Jack Lonie","22",1,2018,"St Kilda"
"2701","Sebastian Ross","22",1,2018,"St Kilda"
"2702","Marcus Bontempelli","22",9,2018,"Western Bulldogs"
"2703","Kade Simpson","22",6,2018,"Carlton"
"2704","Jack Macrae","22",6,2018,"Western Bulldogs"
"2705","Lachie Hunter","22",6,2018,"Western Bulldogs"
"2706","Jason Johannisen","22",2,2018,"Western Bulldogs"
"2707","Hayden Crozier","22",1,2018,"Western Bulldogs"
"2708","Max Gawn","22",10,2018,"Melbourne"
"2709","Jake Melksham","22",8,2018,"Melbourne"
"2710","James Harmes","22",6,2018,"Melbourne"
"2711","Angus Brayshaw","22",2,2018,"Melbourne"
"2712","Mitch Hannan","22",2,2018,"Melbourne"
"2713","Elliot Yeo","22",1,2018,"West Coast"
"2714","Willie Rioli","22",1,2018,"West Coast"
"2715","Matt Crouch","22",10,2018,"Adelaide"
"2716","Rory Laird","22",7,2018,"Adelaide"
"2717","Rory Sloane","22",5,2018,"Adelaide"
"2718","Trent Dumont","22",4,2018,"North Melbourne"
"2719","Andy Otten","22",2,2018,"Adelaide"
"2720","Majak Daw","22",2,2018,"North Melbourne"
"2721","Dyson Heppell","23",6,2018,"Essendon"
"2722","Mitch Brown","23",6,2018,"Essendon"
"2723","Devon Smith","23",5,2018,"Essendon"
"2724","Aaron Francis","23",4,2018,"Essendon"
"2725","Justin Westhoff","23",4,2018,"Port Adelaide"
"2726","Kyle Langford","23",4,2018,"Essendon"
"2727","David Zaharakis","23",1,2018,"Essendon"
"2728","Patrick Dangerfield","23",10,2018,"Geelong"
"2729","Tim Kelly","23",8,2018,"Geelong"
"2730","Joel Selwood","23",6,2018,"Geelong"
"2731","Tom Hawkins","23",2,2018,"Geelong"
"2732","Gary Ablett","23",2,2018,"Geelong"
"2733","Mitch Duncan","23",2,2018,"Geelong"
"2734","Jack Macrae","23",10,2018,"Western Bulldogs"
"2735","Jack Riewoldt","23",6,2018,"Richmond"
"2736","Toby Nankervis","23",4,2018,"Richmond"
"2737","Caleb Daniel","23",3,2018,"Western Bulldogs"
"2738","Dustin Martin","23",3,2018,"Richmond"
"2739","Lachie Hunter","23",3,2018,"Western Bulldogs"
"2740","Aaron Naughton","23",1,2018,"Western Bulldogs"
"2741","Steele Sidebottom","23",8,2018,"Collingwood"
"2742","Scott Pendlebury","23",6,2018,"Collingwood"
"2743","Bradley Hill","23",6,2018,"Fremantle"
"2744","Lachie Neale","23",4,2018,"Fremantle"
"2745","Brodie Grundy","23",4,2018,"Collingwood"
"2746","Jack Crisp","23",2,2018,"Collingwood"
"2747","Josh Jenkins","23",8,2018,"Adelaide"
"2748","Patrick Cripps","23",8,2018,"Carlton"
"2749","Rory Laird","23",6,2018,"Adelaide"
"2750","Wayne Milera","23",4,2018,"Adelaide"
"2751","Rory Atkins","23",3,2018,"Adelaide"
"2752","Jordan Gallucci","23",1,2018,"Adelaide"
"2753","Ben McEvoy","23",8,2018,"Hawthorn"
"2754","Liam Shiels","23",8,2018,"Hawthorn"
"2755","George Hewett","23",6,2018,"Sydney"
"2756","Jake Lloyd","23",6,2018,"Sydney"
"2757","Harry Morrison","23",1,2018,"Hawthorn"
"2758","Tom Mitchell","23",1,2018,"Hawthorn"
"2759","Jamie Cripps","23",10,2018,"West Coast"
"2760","Luke Shuey","23",8,2018,"West Coast"
"2761","Dayne Beams","23",5,2018,"Brisbane Lions"
"2762","Jack Darling","23",5,2018,"West Coast"
"2763","Zac Bailey","23",1,2018,"Brisbane Lions"
"2764","Chris Masten","23",1,2018,"West Coast"
"2765","James Harmes","23",9,2018,"Melbourne"
"2766","Angus Brayshaw","23",8,2018,"Melbourne"
"2767","Max Gawn","23",7,2018,"Melbourne"
"2768","Christian Salem","23",2,2018,"Melbourne"
"2769","Christian Petracca","23",2,2018,"Melbourne"
"2770","Tom McDonald","23",1,2018,"Melbourne"
"2771","Stephen Coniglio","23",1,2018,"Greater Western Sydney"
"2772","Stephen Coniglio","23",1,2018,"Greater Western Sydney"
"2773","Trent Dumont","23",10,2018,"North Melbourne"
"2774","Jack Steven","23",7,2018,"St Kilda"
"2775","Jarrad Waite","23",4,2018,"North Melbourne"
"2776","Todd Goldstein","23",4,2018,"North Melbourne"
"2777","Shaun Higgins","23",3,2018,"North Melbourne"
"2778","Jack Steele","23",1,2018,"St Kilda"
"2779","Ben Cunnington","23",1,2018,"North Melbourne"
"2780","Trent Cotchin","1",10,2019,"Richmond"
"2781","Kane Lambert","1",8,2019,"Richmond"
"2782","Patrick Cripps","1",6,2019,"Carlton"
"2783","Toby Nankervis","1",4,2019,"Richmond"
"2784","Kamdyn McIntosh","1",1,2019,"Richmond"
"2785","Dustin Martin","1",1,2019,"Richmond"
"2786","Tim Kelly","1",10,2019,"Geelong"
"2787","Darcy Moore","1",5,2019,"Collingwood"
"2788","Patrick Dangerfield","1",5,2019,"Geelong"
"2789","Harry Taylor","1",3,2019,"Geelong"
"2790","Rhys Stanley","1",3,2019,"Geelong"
"2791","Gary Ablett","1",2,2019,"Geelong"
"2792","Tom Stewart","1",2,2019,"Geelong"
"2793","Justin Westhoff","1",10,2019,"Port Adelaide"
"2794","Travis Boak","1",7,2019,"Port Adelaide"
"2795","Tom Rockliff","1",7,2019,"Port Adelaide"
"2796","Scott Lycett","1",2,2019,"Port Adelaide"
"2797","Jack Watts","1",2,2019,"Port Adelaide"
"2798","Christian Salem","1",1,2019,"Melbourne"
"2799","Dan Houston","1",1,2019,"Port Adelaide"
"2800","James Worpel","1",10,2019,"Hawthorn"
"2801","Rory Sloane","1",6,2019,"Adelaide"
"2802","James Sicily","1",6,2019,"Hawthorn"
"2803","Ben McEvoy","1",4,2019,"Hawthorn"
"2804","Jaeger O'Meara","1",2,2019,"Hawthorn"
"2805","Jarman Impey","1",1,2019,"Hawthorn"
"2806","Matt Crouch","1",1,2019,"Adelaide"
"2807","Hugh McCluggage","1",10,2019,"Brisbane Lions"
"2808","Dayne Zorko","1",4,2019,"Brisbane Lions"
"2809","Charlie Cameron","1",4,2019,"Brisbane Lions"
"2810","Lincoln McCarthy","1",4,2019,"Brisbane Lions"
"2811","Harris Andrews","1",3,2019,"Brisbane Lions"
"2812","Daniel Rich","1",3,2019,"Brisbane Lions"
"2813","Lachie Neale","1",2,2019,"Brisbane Lions"
"2814","Marcus Bontempelli","1",10,2019,"Western Bulldogs"
"2815","Tom Liberatore","1",5,2019,"Western Bulldogs"
"2816","Aaron Naughton","1",5,2019,"Western Bulldogs"
"2817","Jack Macrae","1",4,2019,"Western Bulldogs"
"2818","Jake Lloyd","1",3,2019,"Sydney"
"2819","Mitch Wallis","1",2,2019,"Western Bulldogs"
"2820","Caleb Daniel","1",1,2019,"Western Bulldogs"
"2821","Josh Bruce","1",8,2019,"St Kilda"
"2822","Brayden Fiorini","1",7,2019,"Gold Coast"
"2823","Sebastian Ross","1",5,2019,"St Kilda"
"2824","Jack Steven","1",4,2019,"St Kilda"
"2825","Alex Sexton","1",3,2019,"Gold Coast"
"2826","Jack Steele","1",2,2019,"St Kilda"
"2827","Jack Newnes","1",1,2019,"St Kilda"
"2828","Stephen Coniglio","1",10,2019,"Greater Western Sydney"
"2829","Stephen Coniglio","1",10,2019,"Greater Western Sydney"
"2830","Tim Taranto","1",8,2019,"Greater Western Sydney"
"2831","Tim Taranto","1",8,2019,"Greater Western Sydney"
"2832","Jeremy Cameron","1",5,2019,"Greater Western Sydney"
"2833","Jeremy Cameron","1",5,2019,"Greater Western Sydney"
"2834","Sam Taylor","1",3,2019,"Greater Western Sydney"
"2835","Sam Taylor","1",3,2019,"Greater Western Sydney"
"2836","Lachie Whitfield","1",3,2019,"Greater Western Sydney"
"2837","Lachie Whitfield","1",3,2019,"Greater Western Sydney"
"2838","Jacob Hopper","1",1,2019,"Greater Western Sydney"
"2839","Jacob Hopper","1",1,2019,"Greater Western Sydney"
"2840","Nat Fyfe","1",9,2019,"Fremantle"
"2841","Bradley Hill","1",6,2019,"Fremantle"
"2842","Cam McCarthy","1",5,2019,"Fremantle"
"2843","Alex Pearce","1",4,2019,"Fremantle"
"2844","Michael Walters","1",3,2019,"Fremantle"
"2845","Darcy Tucker","1",3,2019,"Fremantle"
"2846","Scott Pendlebury","2",9,2019,"Collingwood"
"2847","Chris Mayne","2",6,2019,"Collingwood"
"2848","Jack Crisp","2",6,2019,"Collingwood"
"2849","Jordan De Goey","2",5,2019,"Collingwood"
"2850","Brody Mihocek","2",3,2019,"Collingwood"
"2851","Adam Treloar","2",1,2019,"Collingwood"
"2852","Josh P. Kennedy","2",10,2019,"Sydney"
"2853","Brad Crouch","2",7,2019,"Adelaide"
"2854","Wayne Milera","2",4,2019,"Adelaide"
"2855","Rory Sloane","2",3,2019,"Adelaide"
"2856","David Mackay","2",2,2019,"Adelaide"
"2857","Rory Atkins","2",2,2019,"Adelaide"
"2858","Dane Rampe","2",1,2019,"Sydney"
"2859","Lance Franklin","2",1,2019,"Sydney"
"2860","Jade Gresham","2",10,2019,"St Kilda"
"2861","Jimmy Webster","2",5,2019,"St Kilda"
"2862","Sebastian Ross","2",4,2019,"St Kilda"
"2863","Adam Saad","2",4,2019,"Essendon"
"2864","Jack Sinclair","2",3,2019,"St Kilda"
"2865","Jarryn Geary","2",2,2019,"St Kilda"
"2866","Dylan Shiel","2",1,2019,"Essendon"
"2867","Michael Hurley","2",1,2019,"Essendon"
"2868","Scott Lycett","2",10,2019,"Port Adelaide"
"2869","Travis Boak","2",6,2019,"Port Adelaide"
"2870","Patrick Cripps","2",5,2019,"Carlton"
"2871","Dan Houston","2",4,2019,"Port Adelaide"
"2872","Tom Rockliff","2",3,2019,"Port Adelaide"
"2873","Brad Ebert","2",1,2019,"Port Adelaide"
"2874","Darcy Byrne-Jones","2",1,2019,"Port Adelaide"
"2875","Luke Shuey","2",9,2019,"West Coast"
"2876","Jeremy McGovern","2",8,2019,"West Coast"
"2877","Tom Hickey","2",4,2019,"West Coast"
"2878","Brad Sheppard","2",3,2019,"West Coast"
"2879","Jack Darling","2",2,2019,"West Coast"
"2880","Lachie Whitfield","2",2,2019,"Greater Western Sydney"
"2881","Lachie Whitfield","2",2,2019,"Greater Western Sydney"
"2882","Mark Hutchings","2",2,2019,"West Coast"
"2883","Patrick Dangerfield","2",10,2019,"Geelong"
"2884","Tim Kelly","2",8,2019,"Geelong"
"2885","Clayton Oliver","2",4,2019,"Melbourne"
"2886","Jake Kolodjashnij","2",3,2019,"Geelong"
"2887","Tom Stewart","2",2,2019,"Geelong"
"2888","Luke Dahlhaus","2",2,2019,"Geelong"
"2889","Mitch Duncan","2",1,2019,"Geelong"
"2890","Lachie Neale","2",10,2019,"Brisbane Lions"
"2891","Daniel Rich","2",7,2019,"Brisbane Lions"
"2892","Ben Cunnington","2",6,2019,"North Melbourne"
"2893","Shaun Higgins","2",3,2019,"North Melbourne"
"2894","Stefan Martin","2",3,2019,"Brisbane Lions"
"2895","Aaron Hall","2",1,2019,"North Melbourne"
"2896","Jack Macrae","2",8,2019,"Western Bulldogs"
"2897","Caleb Daniel","2",6,2019,"Western Bulldogs"
"2898","Marcus Bontempelli","2",5,2019,"Western Bulldogs"
"2899","Josh Schache","2",4,2019,"Western Bulldogs"
"2900","Ricky Henderson","2",3,2019,"Hawthorn"
"2901","Lachie Hunter","2",2,2019,"Western Bulldogs"
"2902","Matthew Suckling","2",1,2019,"Western Bulldogs"
"2903","Tory Dickson","2",1,2019,"Western Bulldogs"
"2904","Alex Sexton","2",8,2019,"Gold Coast"
"2905","David Swallow","2",8,2019,"Gold Coast"
"2906","Jarrod Harbrow","2",6,2019,"Gold Coast"
"2907","Nat Fyfe","2",5,2019,"Fremantle"
"2908","Jack Martin","2",2,2019,"Gold Coast"
"2909","Jack Bowes","2",1,2019,"Gold Coast"
"2910","Patrick Dangerfield","3",10,2019,"Geelong"
"2911","Tim Kelly","3",8,2019,"Geelong"
"2912","Rory Sloane","3",3,2019,"Adelaide"
"2913","Brad Crouch","3",3,2019,"Adelaide"
"2914","Tom Stewart","3",2,2019,"Geelong"
"2915","Mitch Duncan","3",2,2019,"Geelong"
"2916","Gary Ablett","3",1,2019,"Geelong"
"2917","Rhys Stanley","3",1,2019,"Geelong"
"2918","Dylan Shiel","3",9,2019,"Essendon"
"2919","David Zaharakis","3",7,2019,"Essendon"
"2920","Dyson Heppell","3",6,2019,"Essendon"
"2921","Angus Brayshaw","3",3,2019,"Melbourne"
"2922","Darcy Parish","3",3,2019,"Essendon"
"2923","Orazio Fantasia","3",1,2019,"Essendon"
"2924","Anthony McDonald-Tipungwuti","3",1,2019,"Essendon"
"2925","Isaac Heeney","3",10,2019,"Sydney"
"2926","Patrick Cripps","3",8,2019,"Carlton"
"2927","Zak Jones","3",6,2019,"Sydney"
"2928","Ed Curnow","3",2,2019,"Carlton"
"2929","Liam Jones","3",2,2019,"Carlton"
"2930","Callum Mills","3",1,2019,"Sydney"
"2931","Jarrad McVeigh","3",1,2019,"Sydney"
"2932","Jeremy Cameron","3",10,2019,"Greater Western Sydney"
"2933","Jeremy Cameron","3",10,2019,"Greater Western Sydney"
"2934","Lachie Whitfield","3",8,2019,"Greater Western Sydney"
"2935","Lachie Whitfield","3",8,2019,"Greater Western Sydney"
"2936","Jeremy Finlayson","3",4,2019,"Greater Western Sydney"
"2937","Jeremy Finlayson","3",4,2019,"Greater Western Sydney"
"2938","Jacob Hopper","3",3,2019,"Greater Western Sydney"
"2939","Jacob Hopper","3",3,2019,"Greater Western Sydney"
"2940","Tim Taranto","3",2,2019,"Greater Western Sydney"
"2941","Tim Taranto","3",2,2019,"Greater Western Sydney"
"2942","Stephen Coniglio","3",2,2019,"Greater Western Sydney"
"2943","Stephen Coniglio","3",2,2019,"Greater Western Sydney"
"2944","Sydney Stack","3",1,2019,"Richmond"
"2945","Lachie Neale","3",10,2019,"Brisbane Lions"
"2946","Connor Rozee","3",7,2019,"Port Adelaide"
"2947","Eric Hipwood","3",6,2019,"Brisbane Lions"
"2948","Daniel Rich","3",3,2019,"Brisbane Lions"
"2949","Sam Powell-Pepper","3",2,2019,"Port Adelaide"
"2950","Travis Boak","3",1,2019,"Port Adelaide"
"2951","Mitch Robinson","3",1,2019,"Brisbane Lions"
"2952","Andrew Gaff","3",9,2019,"West Coast"
"2953","Jamie Cripps","3",8,2019,"West Coast"
"2954","Luke Shuey","3",7,2019,"West Coast"
"2955","Dom Sheed","3",4,2019,"West Coast"
"2956","Jeremy Howe","3",2,2019,"Collingwood"
"2957","Marcus Bontempelli","3",10,2019,"Western Bulldogs"
"2958","Jack Martin","3",6,2019,"Gold Coast"
"2959","Lachie Weller","3",4,2019,"Gold Coast"
"2960","Jack Bowes","3",4,2019,"Gold Coast"
"2961","Brayden Fiorini","3",2,2019,"Gold Coast"
"2962","Tom Liberatore","3",2,2019,"Western Bulldogs"
"2963","Matthew Suckling","3",1,2019,"Western Bulldogs"
"2964","Jarrod Witts","3",1,2019,"Gold Coast"
"2965","Luke Breust","3",8,2019,"Hawthorn"
"2966","Jaeger O'Meara","3",8,2019,"Hawthorn"
"2967","Ben Cunnington","3",6,2019,"North Melbourne"
"2968","Ricky Henderson","3",5,2019,"Hawthorn"
"2969","Shaun Higgins","3",3,2019,"North Melbourne"
"2970","Luke Ryan","3",9,2019,"Fremantle"
"2971","Michael Walters","3",9,2019,"Fremantle"
"2972","Rowan Marshall","3",3,2019,"St Kilda"
"2973","David Mundy","3",3,2019,"Fremantle"
"2974","Jade Gresham","3",3,2019,"St Kilda"
"2975","Jack Billings","3",3,2019,"St Kilda"
"2976","Nathan Jones","4",9,2019,"Melbourne"
"2977","Max Gawn","4",9,2019,"Melbourne"
"2978","Oliver Florent","4",4,2019,"Sydney"
"2979","Clayton Oliver","4",4,2019,"Melbourne"
"2980","Jayden Hunt","4",2,2019,"Melbourne"
"2981","Christian Salem","4",2,2019,"Melbourne"
"2982","Marcus Bontempelli","4",9,2019,"Western Bulldogs"
"2983","Brodie Grundy","4",8,2019,"Collingwood"
"2984","Tom Phillips","4",5,2019,"Collingwood"
"2985","Hayden Crozier","4",4,2019,"Western Bulldogs"
"2986","Caleb Daniel","4",2,2019,"Western Bulldogs"
"2987","Jordan De Goey","4",2,2019,"Collingwood"
"2988","Lachie Whitfield","4",10,2019,"Greater Western Sydney"
"2989","Lachie Whitfield","4",10,2019,"Greater Western Sydney"
"2990","Jacob Hopper","4",7,2019,"Greater Western Sydney"
"2991","Jacob Hopper","4",7,2019,"Greater Western Sydney"
"2992","Stephen Coniglio","4",5,2019,"Greater Western Sydney"
"2993","Stephen Coniglio","4",5,2019,"Greater Western Sydney"
"2994","Jeremy Cameron","4",3,2019,"Greater Western Sydney"
"2995","Jeremy Cameron","4",3,2019,"Greater Western Sydney"
"2996","Tim Taranto","4",2,2019,"Greater Western Sydney"
"2997","Tim Taranto","4",2,2019,"Greater Western Sydney"
"2998","Tom Stewart","4",2,2019,"Geelong"
"2999","Tom Hawkins","4",1,2019,"Geelong"
"3000","Anthony McDonald-Tipungwuti","4",10,2019,"Essendon"
"3001","Zach Merrett","4",8,2019,"Essendon"
"3002","Cale Hooker","4",5,2019,"Essendon"
"3003","Mitch Brown","4",3,2019,"Essendon"
"3004","Lachie Neale","4",2,2019,"Brisbane Lions"
"3005","Patrick Ambrose","4",1,2019,"Essendon"
"3006","David Zaharakis","4",1,2019,"Essendon"
"3007","Dylan Grimes","4",10,2019,"Richmond"
"3008","Tom J. Lynch","4",7,2019,"Richmond"
"3009","Shane Edwards","4",4,2019,"Richmond"
"3010","Travis Boak","4",3,2019,"Port Adelaide"
"3011","Brandon Ellis","4",3,2019,"Richmond"
"3012","Toby Nankervis","4",2,2019,"Richmond"
"3013","Tom Rockliff","4",1,2019,"Port Adelaide"
"3014","Shannon Hurn","4",10,2019,"West Coast"
"3015","David Mundy","4",7,2019,"Fremantle"
"3016","Jack Redden","4",5,2019,"West Coast"
"3017","Andrew Gaff","4",4,2019,"West Coast"
"3018","Matt Taberner","4",2,2019,"Fremantle"
"3019","Mark Hutchings","4",1,2019,"West Coast"
"3020","Elliot Yeo","4",1,2019,"West Coast"
"3021","Shaun Higgins","4",9,2019,"North Melbourne"
"3022","Jed Anderson","4",7,2019,"North Melbourne"
"3023","Todd Goldstein","4",5,2019,"North Melbourne"
"3024","Ben Brown","4",4,2019,"North Melbourne"
"3025","Jasper Pittard","4",3,2019,"North Melbourne"
"3026","Rory Laird","4",1,2019,"Adelaide"
"3027","Jared Polec","4",1,2019,"North Melbourne"
"3028","Patrick Cripps","4",10,2019,"Carlton"
"3029","Touk Miller","4",8,2019,"Gold Coast"
"3030","Sam Walsh","4",5,2019,"Carlton"
"3031","David Swallow","4",4,2019,"Gold Coast"
"3032","Jacob Weitering","4",2,2019,"Carlton"
"3033","Brayden Fiorini","4",1,2019,"Gold Coast"
"3034","Sebastian Ross","4",10,2019,"St Kilda"
"3035","Jack Lonie","4",6,2019,"St Kilda"
"3036","Jack Billings","4",4,2019,"St Kilda"
"3037","Rowan Marshall","4",4,2019,"St Kilda"
"3038","James Sicily","4",3,2019,"Hawthorn"
"3039","Tom Scully","4",2,2019,"Hawthorn"
"3040","Ricky Henderson","4",1,2019,"Hawthorn"
"3041","Adam Treloar","5",9,2019,"Collingwood"
"3042","Brody Mihocek","5",6,2019,"Collingwood"
"3043","Brodie Grundy","5",6,2019,"Collingwood"
"3044","Scott Pendlebury","5",3,2019,"Collingwood"
"3045","Tom Phillips","5",3,2019,"Collingwood"
"3046","Jaidyn Stephenson","5",2,2019,"Collingwood"
"3047","Hugh McCluggage","5",1,2019,"Brisbane Lions"
"3048","Zach Merrett","5",8,2019,"Essendon"
"3049","Dylan Shiel","5",8,2019,"Essendon"
"3050","Dyson Heppell","5",5,2019,"Essendon"
"3051","Michael Hurley","5",4,2019,"Essendon"
"3052","Orazio Fantasia","5",4,2019,"Essendon"
"3053","Cale Hooker","5",1,2019,"Essendon"
"3054","Ollie Wines","5",10,2019,"Port Adelaide"
"3055","Sam Gray","5",8,2019,"Port Adelaide"
"3056","Sam Powell-Pepper","5",3,2019,"Port Adelaide"
"3057","Dan Houston","5",3,2019,"Port Adelaide"
"3058","Scott Lycett","5",2,2019,"Port Adelaide"
"3059","Jack Petruccelle","5",2,2019,"West Coast"
"3060","Dougal Howard","5",2,2019,"Port Adelaide"
"3061","Michael Walters","5",9,2019,"Fremantle"
"3062","Nat Fyfe","5",8,2019,"Fremantle"
"3063","Matt Taberner","5",5,2019,"Fremantle"
"3064","Stephen Coniglio","5",3,2019,"Greater Western Sydney"
"3065","Stephen Coniglio","5",3,2019,"Greater Western Sydney"
"3066","Ed Langdon","5",2,2019,"Fremantle"
"3067","Alex Pearce","5",2,2019,"Fremantle"
"3068","Jesse Hogan","5",1,2019,"Fremantle"
"3069","Tim Membrey","5",8,2019,"St Kilda"
"3070","Jack Billings","5",7,2019,"St Kilda"
"3071","Dean Kent","5",7,2019,"St Kilda"
"3072","Jarryn Geary","5",4,2019,"St Kilda"
"3073","Jack Newnes","5",2,2019,"St Kilda"
"3074","Ben Paton","5",1,2019,"St Kilda"
"3075","Jack Steele","5",1,2019,"St Kilda"
"3076","Harry McKay","5",10,2019,"Carlton"
