"","supercoach","match_round","season","player_team","player_name"
"5700",90,"16",2020,"Fremantle","Michael Walters"
"5701",89,"16",2020,"Geelong","Cameron Guthrie"
"5702",89,"16",2020,"Hawthorn","Liam Shiels"
"5703",89,"16",2020,"Gold Coast","Josh Corbett"
"5704",88,"16",2020,"Sydney","Tom McCartin"
"5705",88,"16",2020,"Fremantle","Nathan Wilson"
"5706",87,"16",2020,"West Coast","Tim Kelly"
"5707",86,"16",2020,"Sydney","Luke Parker"
"5708",86,"16",2020,"St Kilda","Jack Sinclair"
"5709",86,"16",2020,"Gold Coast","Sam Collins"
"5710",86,"16",2020,"St Kilda","Dan Butler"
"5711",86,"16",2020,"Geelong","Josh Jenkins"
"5712",85,"16",2020,"Melbourne","Aaron vandenBerg"
"5713",84,"16",2020,"Carlton","Liam Jones"
"5714",84,"16",2020,"Greater Western Sydney","Jye Caldwell"
"5715",84,"16",2020,"North Melbourne","Luke McDonald"
"5716",83,"16",2020,"Gold Coast","Darcy MacPherson"
"5717",83,"16",2020,"Fremantle","Taylin Duman"
"5718",83,"16",2020,"Fremantle","Nat Fyfe"
"5719",82,"16",2020,"Hawthorn","Will Day"
"5720",82,"16",2020,"Melbourne","Trent Rivers"
"5721",82,"16",2020,"Greater Western Sydney","Lachlan Ash"
"5722",82,"16",2020,"North Melbourne","Trent Dumont"
"5723",81,"16",2020,"Carlton","Marc Murphy"
"5724",81,"16",2020,"Carlton","Lachie Plowman"
"5725",81,"16",2020,"Sydney","Josh P. Kennedy"
"5726",80,"16",2020,"North Melbourne","Shaun Higgins"
"5727",80,"16",2020,"Hawthorn","Jack Scrimshaw"
"5728",80,"16",2020,"Greater Western Sydney","Jeremy Finlayson"
"5729",80,"16",2020,"Greater Western Sydney","Jeremy Cameron"
"5730",80,"16",2020,"Essendon","Devon Smith"
"5731",80,"16",2020,"Greater Western Sydney","Lachlan Keeffe"
"5732",80,"16",2020,"Gold Coast","Touk Miller"
"5733",80,"16",2020,"Sydney","Lewis Melican"
"5734",80,"16",2020,"Port Adelaide","Trent McKenzie"
"5735",79,"16",2020,"Essendon","Darcy Parish"
"5736",79,"16",2020,"Essendon","Kyle Langford"
"5737",79,"16",2020,"St Kilda","Jack Lonie"
"5738",78,"16",2020,"Adelaide","Jake Kelly"
"5739",78,"16",2020,"Greater Western Sydney","Stephen Coniglio"
"5740",78,"16",2020,"West Coast","Jake Waterman"
"5741",77,"16",2020,"Carlton","Sam Docherty"
"5742",77,"16",2020,"Sydney","Harry Cunningham"
"5743",77,"16",2020,"Gold Coast","Ben Ainsworth"
"5744",77,"16",2020,"Adelaide","Luke Brown"
"5745",77,"16",2020,"North Melbourne","Jared Polec"
"5746",76,"16",2020,"West Coast","Brad Sheppard"
"5747",76,"16",2020,"Greater Western Sydney","Jacob Hopper"
"5748",76,"16",2020,"North Melbourne","Ben McKay"
"5749",76,"16",2020,"Fremantle","Stephen Hill"
"5750",76,"16",2020,"Port Adelaide","Scott Lycett"
"5751",76,"16",2020,"Brisbane Lions","Zac Bailey"
"5752",76,"16",2020,"Hawthorn","James Worpel"
"5753",75,"16",2020,"Sydney","Sam Reid"
"5754",75,"16",2020,"Western Bulldogs","Mitch Wallis"
"5755",75,"16",2020,"St Kilda","Bradley Hill"
"5756",74,"16",2020,"West Coast","Jack Redden"
"5757",74,"16",2020,"Essendon","Matt Guelfi"
"5758",74,"16",2020,"Essendon","Sam Draper"
"5759",74,"16",2020,"Port Adelaide","Xavier Duursma"
"5760",73,"16",2020,"St Kilda","Jarryn Geary"
"5761",73,"16",2020,"Adelaide","Kyle Hartigan"
"5762",73,"16",2020,"Essendon","Jordan Ridley"
"5763",73,"16",2020,"Adelaide","David Mackay"
"5764",73,"16",2020,"Brisbane Lions","Ryan Lester"
"5765",72,"16",2020,"Hawthorn","Luke Breust"
"5766",72,"16",2020,"Fremantle","Lachie Schultz"
"5767",72,"16",2020,"St Kilda","Hunter Clark"
"5768",72,"16",2020,"Western Bulldogs","Jason Johannisen"
"5769",72,"16",2020,"Carlton","Zac Fisher"
"5770",72,"16",2020,"St Kilda","Callum Wilkie"
"5771",71,"16",2020,"Adelaide","Ben Keays"
"5772",70,"16",2020,"Sydney","Lewis Taylor"
"5773",70,"16",2020,"Brisbane Lions","Noah Answerth"
"5774",70,"16",2020,"Sydney","Will Hayward"
"5775",69,"16",2020,"Essendon","Dylan Shiel"
"5776",69,"16",2020,"Western Bulldogs","Sam Lloyd"
"5777",69,"16",2020,"Port Adelaide","Hamish Hartlett"
"5778",69,"16",2020,"Hawthorn","James Frawley"
"5779",69,"16",2020,"Greater Western Sydney","Tim Taranto"
"5780",68,"16",2020,"Geelong","Lachie Henderson"
"5781",68,"16",2020,"Brisbane Lions","Keidean Coleman"
"5782",68,"16",2020,"Western Bulldogs","Bailey Williams"
"5783",68,"16",2020,"Fremantle","Reece Conca"
"5784",67,"16",2020,"St Kilda","Josh Battle"
"5785",67,"16",2020,"Sydney","Justin McInerney"
"5786",67,"16",2020,"Brisbane Lions","Daniel McStay"
"5787",67,"16",2020,"Essendon","Mason Redman"
"5788",67,"16",2020,"Hawthorn","Jack Gunston"
"5789",66,"16",2020,"Carlton","Harry McKay"
"5790",66,"16",2020,"Sydney","Robbie Fox"
"5791",66,"16",2020,"West Coast","Josh J. Kennedy"
"5792",66,"16",2020,"Essendon","Dylan Clarke"
"5793",66,"16",2020,"Gold Coast","Jack Bowes"
"5794",66,"16",2020,"Essendon","Adam Saad"
"5795",66,"16",2020,"Essendon","James Stewart"
"5796",66,"16",2020,"Greater Western Sydney","Daniel Lloyd"
"5797",65,"16",2020,"Carlton","Matthew Cottrell"
"5798",65,"16",2020,"Gold Coast","Wil Powell"
"5799",65,"16",2020,"Sydney","James Rowbottom"
"5800",65,"16",2020,"Greater Western Sydney","Harry Himmelberg"
"5801",65,"16",2020,"Melbourne","Christian Salem"
"5802",65,"16",2020,"Essendon","Will Snelling"
"5803",65,"16",2020,"Brisbane Lions","Oscar McInerney"
"5804",64,"16",2020,"Melbourne","Ed Langdon"
"5805",63,"16",2020,"Fremantle","Matt Taberner"
"5806",63,"16",2020,"Hawthorn","Blake Hardwick"
"5807",63,"16",2020,"West Coast","Jack Darling"
"5808",63,"16",2020,"Brisbane Lions","Darcy Gardiner"
"5809",63,"16",2020,"Western Bulldogs","Zaine Cordy"
"5810",63,"16",2020,"Greater Western Sydney","Toby Greene"
"5811",63,"16",2020,"Gold Coast","Lachie Weller"
"5812",63,"16",2020,"North Melbourne","Bailey Scott"
"5813",61,"16",2020,"West Coast","Andrew Gaff"
"5814",61,"16",2020,"St Kilda","Ben Paton"
"5815",61,"16",2020,"Geelong","Lachie Fogarty"
"5816",61,"16",2020,"Fremantle","Rory Lobb"
"5817",61,"16",2020,"Gold Coast","David Swallow"
"5818",61,"16",2020,"West Coast","Jeremy McGovern"
"5819",60,"16",2020,"North Melbourne","Jack Ziebell"
"5820",60,"16",2020,"Sydney","Jackson Thurlow"
"5821",60,"16",2020,"Brisbane Lions","Callum Ah Chee"
"5822",59,"16",2020,"Greater Western Sydney","Aidan Corr"
"5823",59,"16",2020,"Port Adelaide","Steven Motlop"
"5824",58,"16",2020,"Melbourne","Steven May"
"5825",58,"16",2020,"West Coast","Brendon Ah Chee"
"5826",58,"16",2020,"Hawthorn","Tim O'Brien"
"5827",58,"16",2020,"North Melbourne","Ed Vickers-Willis"
"5828",58,"16",2020,"North Melbourne","Josh Walker"
"5829",58,"16",2020,"Hawthorn","Jonathon Ceglar"
"5830",58,"16",2020,"Adelaide","Brodie Smith"
"5831",57,"16",2020,"Geelong","Harry Taylor"
"5832",57,"16",2020,"Greater Western Sydney","Jackson Hately"
"5833",57,"16",2020,"Essendon","Anthony McDonald-Tipungwuti"
"5834",57,"16",2020,"Geelong","Jack Henry"
"5835",57,"16",2020,"Geelong","Tom Atkins"
"5836",57,"16",2020,"North Melbourne","Aaron Hall"
"5837",57,"16",2020,"Port Adelaide","Todd Marshall"
"5838",56,"16",2020,"Western Bulldogs","Roarke Smith"
"5839",56,"16",2020,"West Coast","Oscar Allen"
"5840",55,"16",2020,"Geelong","Gary Rohan"
"5841",55,"16",2020,"Sydney","Tom Papley"
"5842",55,"16",2020,"Geelong","Bradley Close"
"5843",54,"16",2020,"Port Adelaide","Cam Sutcliffe"
"5844",54,"16",2020,"Melbourne","Jake Lever"
"5845",53,"16",2020,"Greater Western Sydney","Ian Hill"
"5846",53,"16",2020,"Fremantle","Mitchell Crowden"
"5847",53,"16",2020,"West Coast","Jackson Nelson"
"5848",53,"16",2020,"Hawthorn","Harry Morrison"
"5849",53,"16",2020,"Geelong","Jake Kolodjashnij"
"5850",53,"16",2020,"Adelaide","Andrew McPherson"
"5851",52,"16",2020,"Sydney","Nick Blakey"
"5852",51,"16",2020,"Greater Western Sydney","Sam J. Reid"
"5853",51,"16",2020,"West Coast","Brayden Ainsworth"
"5854",50,"16",2020,"Hawthorn","Daniel Howe"
"5855",50,"16",2020,"Hawthorn","Dylan Moore"
"5856",50,"16",2020,"West Coast","Josh Rotham"
"5857",50,"16",2020,"North Melbourne","Flynn Perez"
"5858",49,"16",2020,"Gold Coast","Caleb Graham"
"5859",48,"16",2020,"Port Adelaide","Tom Jonas"
"5860",48,"16",2020,"North Melbourne","Jy Simpkin"
"5861",48,"16",2020,"Greater Western Sydney","Adam Kennedy"
"5862",48,"16",2020,"Western Bulldogs","Josh Bruce"
"5863",48,"16",2020,"Essendon","Cale Hooker"
"5864",48,"16",2020,"Essendon","Jake Stringer"
"5865",48,"16",2020,"Brisbane Lions","Jarrod Berry"
"5866",48,"16",2020,"Adelaide","Daniel Talia"
"5867",48,"16",2020,"Adelaide","Taylor Walker"
"5868",47,"16",2020,"Melbourne","Adam Tomlinson"
"5869",47,"16",2020,"Gold Coast","Ben King"
"5870",46,"16",2020,"Western Bulldogs","Ryan Gardner"
"5871",46,"16",2020,"Geelong","Zach Guthrie"
"5872",46,"16",2020,"Melbourne","Kysaiah Pickett"
"5873",46,"16",2020,"Sydney","Aliir Aliir"
"5874",46,"16",2020,"North Melbourne","Cameron Zurhaar"
"5875",45,"16",2020,"Adelaide","Lachlan Sholl"
"5876",44,"16",2020,"Melbourne","Sam Weideman"
"5877",43,"16",2020,"Sydney","Ryan Clarke"
"5878",43,"16",2020,"Adelaide","Lachlan Murphy"
"5879",43,"16",2020,"Adelaide","Harry Schoenberg"
"5880",43,"16",2020,"Melbourne","Michael Hibberd"
"5881",42,"16",2020,"Carlton","David Cuningham"
"5882",42,"16",2020,"Melbourne","Jake Melksham"
"5883",42,"16",2020,"Melbourne","Jayden Hunt"
"5884",42,"16",2020,"North Melbourne","Nick Larkey"
"5885",42,"16",2020,"Essendon","Jacob Townsend"
"5886",42,"16",2020,"Geelong","Mark O'Connor"
"5887",41,"16",2020,"Port Adelaide","Kane Farrell"
"5888",41,"16",2020,"Brisbane Lions","Archie Smith"
"5889",40,"16",2020,"Gold Coast","Izak Rankine"
"5890",40,"16",2020,"Hawthorn","Changkuoth Jiath"
"5891",40,"16",2020,"Fremantle","Michael Frederick"
"5892",40,"16",2020,"North Melbourne","Shaun Atley"
"5893",39,"16",2020,"Melbourne","Oskar Baker"
"5894",38,"16",2020,"Western Bulldogs","Alex Keath"
"5895",38,"16",2020,"St Kilda","Jonathon Marsh"
"5896",38,"16",2020,"Greater Western Sydney","Matt de Boer"
"5897",37,"16",2020,"Carlton","Tom Williamson"
"5898",37,"16",2020,"Western Bulldogs","Aaron Naughton"
"5899",37,"16",2020,"Hawthorn","Mitchell Lewis"
"5900",37,"16",2020,"Adelaide","Darcy Fogarty"
"5901",36,"16",2020,"Carlton","Jack Martin"
"5902",36,"16",2020,"Essendon","Martin Gleeson"
"5903",36,"16",2020,"Carlton","Mitch McGovern"
"5904",36,"16",2020,"Western Bulldogs","Hayden Crozier"
"5905",35,"16",2020,"Gold Coast","Jack Lukosius"
"5906",34,"16",2020,"St Kilda","Ryan Abbott"
"5907",34,"16",2020,"Gold Coast","Charlie Ballard"
"5908",34,"16",2020,"Essendon","Dyson Heppell"
"5909",33,"16",2020,"Adelaide","Chayce Jones"
"5910",33,"16",2020,"Sydney","Callum Sinclair"
"5911",33,"16",2020,"Essendon","Michael Hurley"
"5912",33,"16",2020,"West Coast","Xavier O'Neill"
"5913",33,"16",2020,"Sydney","Sam Wicks"
"5914",31,"16",2020,"Fremantle","Jesse Hogan"
"5915",31,"16",2020,"Hawthorn","Sam Frost"
"5916",30,"16",2020,"Gold Coast","Sam Flanders"
"5917",28,"16",2020,"Greater Western Sydney","Jake Riccardi"
"5918",28,"16",2020,"Melbourne","Joel Smith"
"5919",28,"16",2020,"Port Adelaide","Tom Clurey"
"5920",28,"16",2020,"Melbourne","Alex Neal-Bullen"
"5921",28,"16",2020,"Gold Coast","Connor Budarick"
"5922",28,"16",2020,"St Kilda","Ed Phillips"
"5923",28,"16",2020,"Gold Coast","Sam Day"
"5924",27,"16",2020,"North Melbourne","Marley Williams"
"5925",26,"16",2020,"Gold Coast","Alex Sexton"
"5926",25,"16",2020,"Brisbane Lions","Lincoln McCarthy"
"5927",24,"16",2020,"Sydney","Hayden McLean"
"5928",24,"16",2020,"Essendon","Irving Mosquito"
"5929",24,"16",2020,"Essendon","Brandon Zerk-Thatcher"
"5930",22,"16",2020,"North Melbourne","Mason Wood"
"5931",22,"16",2020,"Western Bulldogs","Ed Richards"
"5932",22,"16",2020,"Western Bulldogs","Will Hayes"
"5933",20,"16",2020,"Hawthorn","Josh Morris"
"5934",19,"16",2020,"Melbourne","Braydon Preuss"
"5935",18,"16",2020,"North Melbourne","Lachlan Hosie"
"5936",16,"16",2020,"West Coast","Mark Hutchings"
"5937",15,"16",2020,"Carlton","Matthew Owies"
"5938",12,"16",2020,"Melbourne","Toby Bedford"
"5939",7,"16",2020,"Brisbane Lions","Brandon Starcevich"
"5940",6,"16",2020,"Port Adelaide","Ryan Burton"
"5941",180,"17",2020,"West Coast","Tim Kelly"
"5942",161,"17",2020,"Western Bulldogs","Marcus Bontempelli"
"5943",154,"17",2020,"West Coast","Andrew Gaff"
"5944",150,"17",2020,"Melbourne","Max Gawn"
"5945",144,"17",2020,"West Coast","Tom Barrass"
"5946",143,"17",2020,"West Coast","Nic Naitanui"
"5947",142,"17",2020,"Port Adelaide","Tom Rockliff"
"5948",140,"17",2020,"Fremantle","Nat Fyfe"
"5949",138,"17",2020,"Greater Western Sydney","Josh Kelly"
"5950",138,"17",2020,"Collingwood","Jack Crisp"
"5951",136,"17",2020,"Adelaide","Rory Laird"
"5952",136,"17",2020,"Sydney","Luke Parker"
"5953",134,"17",2020,"Geelong","Mark Blicavs"
"5954",132,"17",2020,"Brisbane Lions","Jarryd Lyons"
"5955",132,"17",2020,"Western Bulldogs","Tom Liberatore"
"5956",131,"17",2020,"Fremantle","David Mundy"
"5957",128,"17",2020,"Port Adelaide","Scott Lycett"
"5958",127,"17",2020,"Sydney","Josh P. Kennedy"
"5959",127,"17",2020,"Geelong","Tom Stewart"
"5960",124,"17",2020,"St Kilda","Hunter Clark"
"5961",122,"17",2020,"St Kilda","Jack Steele"
"5962",122,"17",2020,"Melbourne","Steven May"
"5963",122,"17",2020,"Gold Coast","Touk Miller"
"5964",121,"17",2020,"North Melbourne","Luke McDonald"
"5965",120,"17",2020,"Western Bulldogs","Caleb Daniel"
"5966",120,"17",2020,"Fremantle","James Aish"
"5967",120,"17",2020,"Essendon","Devon Smith"
"5968",119,"17",2020,"Sydney","Jake Lloyd"
"5969",119,"17",2020,"West Coast","Liam Ryan"
"5970",119,"17",2020,"Essendon","Jordan Ridley"
"5971",119,"17",2020,"Greater Western Sydney","Tom Green"
"5972",117,"17",2020,"Fremantle","Blake Acres"
"5973",117,"17",2020,"Port Adelaide","Travis Boak"
"5974",117,"17",2020,"Fremantle","Brennan Cox"
"5975",116,"17",2020,"Western Bulldogs","Josh Dunkley"
"5976",116,"17",2020,"Collingwood","Scott Pendlebury"
"5977",116,"17",2020,"Geelong","Esava Ratugolea"
"5978",115,"17",2020,"Port Adelaide","Dan Houston"
"5979",115,"17",2020,"Fremantle","Michael Walters"
"5980",115,"17",2020,"St Kilda","Paddy Ryder"
"5981",115,"17",2020,"Geelong","Mark O'Connor"
"5982",114,"17",2020,"Melbourne","Christian Petracca"
"5983",114,"17",2020,"Greater Western Sydney","Harry Perryman"
"5984",113,"17",2020,"West Coast","Jack Darling"
"5985",112,"17",2020,"Gold Coast","Alex Sexton"
"5986",111,"17",2020,"Gold Coast","Hugh Greenwood"
"5987",111,"17",2020,"Brisbane Lions","Cameron Ellis-Yolmen"
"5988",111,"17",2020,"Carlton","Will Setterfield"
"5989",110,"17",2020,"Adelaide","Tom Lynch"
"5990",110,"17",2020,"Geelong","Cameron Guthrie"
"5991",110,"17",2020,"Gold Coast","Noah Anderson"
"5992",110,"17",2020,"Greater Western Sydney","Jacob Hopper"
"5993",110,"17",2020,"Adelaide","Lachlan Sholl"
"5994",110,"17",2020,"Richmond","Dylan Grimes"
"5995",109,"17",2020,"Essendon","Adam Saad"
"5996",109,"17",2020,"Melbourne","Christian Salem"
"5997",108,"17",2020,"Geelong","Sam Menegola"
"5998",108,"17",2020,"Western Bulldogs","Bailey Smith"
"5999",108,"17",2020,"Essendon","Zach Merrett"
"6000",107,"17",2020,"Melbourne","Trent Rivers"
"6001",107,"17",2020,"Sydney","Callum Mills"
"6002",106,"17",2020,"Adelaide","Bryce Gibbs"
"6003",106,"17",2020,"Collingwood","Adam Treloar"
"6004",106,"17",2020,"Richmond","Nick Vlastuin"
"6005",105,"17",2020,"Brisbane Lions","Daniel McStay"
"6006",105,"17",2020,"Collingwood","Brodie Grundy"
"6007",105,"17",2020,"Gold Coast","Lachie Weller"
"6008",105,"17",2020,"Western Bulldogs","Aaron Naughton"
"6009",104,"17",2020,"Brisbane Lions","Oscar McInerney"
"6010",104,"17",2020,"Fremantle","Luke Ryan"
"6011",103,"17",2020,"Western Bulldogs","Tim English"
"6012",103,"17",2020,"Port Adelaide","Hamish Hartlett"
"6013",102,"17",2020,"Western Bulldogs","Jason Johannisen"
"6014",102,"17",2020,"Western Bulldogs","Taylor Duryea"
"6015",102,"17",2020,"Brisbane Lions","Mitchell Hinge"
"6016",102,"17",2020,"Greater Western Sydney","Shane Mumford"
"6017",102,"17",2020,"Western Bulldogs","Jack Macrae"
"6018",101,"17",2020,"Fremantle","Matt Taberner"
"6019",101,"17",2020,"Brisbane Lions","Daniel Rich"
"6020",101,"17",2020,"Greater Western Sydney","Zac Williams"
"6021",101,"17",2020,"Collingwood","Isaac Quaynor"
"6022",101,"17",2020,"Adelaide","Reilly O'Brien"
"6023",101,"17",2020,"Fremantle","Sean Darcy"
"6024",100,"17",2020,"Collingwood","Darcy Moore"
"6025",99,"17",2020,"Richmond","Toby Nankervis"
"6026",98,"17",2020,"Carlton","Liam Jones"
"6027",98,"17",2020,"Fremantle","Rory Lobb"
"6028",98,"17",2020,"North Melbourne","Trent Dumont"
"6029",98,"17",2020,"Melbourne","Charlie Spargo"
"6030",98,"17",2020,"Carlton","Patrick Cripps"
"6031",97,"17",2020,"Sydney","Will Hayward"
"6032",97,"17",2020,"Adelaide","Harry Schoenberg"
"6033",97,"17",2020,"Greater Western Sydney","Lachie Whitfield"
"6034",97,"17",2020,"Collingwood","Mason Cox"
"6035",97,"17",2020,"Brisbane Lions","Ryan Lester"
"6036",97,"17",2020,"Greater Western Sydney","Brent Daniels"
"6037",96,"17",2020,"Adelaide","Matt Crouch"
"6038",95,"17",2020,"St Kilda","Dougal Howard"
"6039",95,"17",2020,"Fremantle","Ethan Hughes"
"6040",95,"17",2020,"Port Adelaide","Connor Rozee"
"6041",95,"17",2020,"Geelong","Mitch Duncan"
"6042",94,"17",2020,"Fremantle","Lachie Schultz"
"6043",94,"17",2020,"Geelong","Tom Atkins"
"6044",94,"17",2020,"Western Bulldogs","Lachie Hunter"
"6045",94,"17",2020,"Richmond","Jack Riewoldt"
"6046",94,"17",2020,"Collingwood","Brayden Maynard"
"6047",93,"17",2020,"Carlton","Kade Simpson"
"6048",92,"17",2020,"Port Adelaide","Trent McKenzie"
"6049",92,"17",2020,"Carlton","Jacob Weitering"
"6050",92,"17",2020,"West Coast","Oscar Allen"
"6051",92,"17",2020,"Sydney","Aliir Aliir"
"6052",92,"17",2020,"Fremantle","Stephen Hill"
"6053",92,"17",2020,"Port Adelaide","Charlie Dixon"
"6054",91,"17",2020,"Carlton","Harry McKay"
"6055",91,"17",2020,"Collingwood","Tyler Brown"
"6056",91,"17",2020,"Hawthorn","Jack Gunston"
"6057",91,"17",2020,"Richmond","Kamdyn McIntosh"
"6058",91,"17",2020,"Carlton","Jack Newnes"
"6059",91,"17",2020,"Port Adelaide","Riley Bonner"
"6060",90,"17",2020,"St Kilda","Sebastian Ross"
"6061",90,"17",2020,"Essendon","Dylan Shiel"
"6062",90,"17",2020,"Fremantle","Tobe Watson"
"6063",90,"17",2020,"Greater Western Sydney","Jack Buckley"
"6064",90,"17",2020,"Adelaide","Ben Keays"
"6065",90,"17",2020,"Sydney","Nick Blakey"
"6066",90,"17",2020,"St Kilda","Tim Membrey"
"6067",89,"17",2020,"Richmond","Daniel Rioli"
"6068",89,"17",2020,"Collingwood","Jordan De Goey"
"6069",89,"17",2020,"North Melbourne","Jed Anderson"
"6070",89,"17",2020,"Collingwood","Will Hoskin-Elliott"
"6071",89,"17",2020,"Adelaide","Elliott Himmelberg"
"6072",88,"17",2020,"Melbourne","Kysaiah Pickett"
"6073",88,"17",2020,"Hawthorn","Shaun Burgoyne"
"6074",88,"17",2020,"Port Adelaide","Darcy Byrne-Jones"
"6075",88,"17",2020,"West Coast","Shannon Hurn"
"6076",88,"17",2020,"Adelaide","Andrew McPherson"
"6077",87,"17",2020,"Port Adelaide","Robbie Gray"
"6078",87,"17",2020,"Melbourne","Clayton Oliver"
"6079",87,"17",2020,"Richmond","Shai Bolton"
"6080",87,"17",2020,"Fremantle","Adam Cerra"
"6081",87,"17",2020,"Hawthorn","Luke Breust"
"6082",86,"17",2020,"Collingwood","John Noble"
"6083",86,"17",2020,"Sydney","Jackson Thurlow"
"6084",86,"17",2020,"St Kilda","Jack Sinclair"
"6085",86,"17",2020,"Fremantle","Andrew Brayshaw"
"6086",86,"17",2020,"Port Adelaide","Ollie Wines"
"6087",85,"17",2020,"St Kilda","Jack Lonie"
"6088",85,"17",2020,"Hawthorn","Harry Morrison"
"6089",85,"17",2020,"Richmond","Dustin Martin"
"6090",84,"17",2020,"Carlton","Sam Walsh"
"6091",84,"17",2020,"West Coast","Liam Duggan"
"6092",83,"17",2020,"Gold Coast","Jack Bowes"
"6093",83,"17",2020,"Gold Coast","Wil Powell"
"6094",83,"17",2020,"Brisbane Lions","Mitch Robinson"
"6095",82,"17",2020,"Melbourne","Ed Langdon"
"6096",81,"17",2020,"Greater Western Sydney","Lachlan Keeffe"
"6097",81,"17",2020,"Hawthorn","Liam Shiels"
"6098",81,"17",2020,"Melbourne","Jake Lever"
"6099",80,"17",2020,"St Kilda","Jarryn Geary"
"6100",80,"17",2020,"Brisbane Lions","Hugh McCluggage"
"6101",80,"17",2020,"Adelaide","Rory Sloane"
"6102",80,"17",2020,"Gold Coast","David Swallow"
"6103",80,"17",2020,"Carlton","Ed Curnow"
"6104",79,"17",2020,"Port Adelaide","Karl Amon"
"6105",79,"17",2020,"Essendon","James Stewart"
"6106",79,"17",2020,"Carlton","Levi Casboult"
"6107",79,"17",2020,"Greater Western Sydney","Toby Greene"
"6108",79,"17",2020,"Richmond","Jack Ross"
"6109",78,"17",2020,"Fremantle","Caleb Serong"
"6110",78,"17",2020,"Carlton","Michael Gibbons"
"6111",78,"17",2020,"Adelaide","Shane McAdam"
"6112",78,"17",2020,"Collingwood","Josh Daicos"
"6113",78,"17",2020,"Port Adelaide","Peter Ladhams"
"6114",78,"17",2020,"Geelong","Brandan Parfitt"
"6115",78,"17",2020,"Sydney","Harry Cunningham"
"6116",78,"17",2020,"Brisbane Lions","Darcy Gardiner"
"6117",77,"17",2020,"Essendon","Dylan Clarke"
"6118",76,"17",2020,"Adelaide","Luke Brown"
"6119",76,"17",2020,"Richmond","Trent Cotchin"
"6120",76,"17",2020,"Hawthorn","Tim O'Brien"
"6121",76,"17",2020,"St Kilda","Rowan Marshall"
"6122",76,"17",2020,"Essendon","Darcy Parish"
"6123",76,"17",2020,"North Melbourne","Todd Goldstein"
"6124",75,"17",2020,"Melbourne","Jack Viney"
"6125",75,"17",2020,"Richmond","Jayden Short"
"6126",75,"17",2020,"Carlton","Marc Murphy"
"6127",75,"17",2020,"Western Bulldogs","Roarke Smith"
"6128",75,"17",2020,"Adelaide","Brad Crouch"
"6129",75,"17",2020,"Sydney","James Bell"
"6130",75,"17",2020,"West Coast","Jackson Nelson"
"6131",75,"17",2020,"Hawthorn","Damon Greaves"
"6132",74,"17",2020,"Port Adelaide","Xavier Duursma"
"6133",74,"17",2020,"Collingwood","Jamie Elliott"
"6134",74,"17",2020,"Melbourne","Aaron vandenBerg"
"6135",74,"17",2020,"Essendon","Kyle Langford"
"6136",73,"17",2020,"Adelaide","Kyle Hartigan"
"6137",73,"17",2020,"Carlton","Sam Petrevski-Seton"
"6138",73,"17",2020,"Geelong","Harry Taylor"
"6139",73,"17",2020,"Western Bulldogs","Mitch Wallis"
"6140",72,"17",2020,"North Melbourne","Luke Davies-Uniacke"
"6141",72,"17",2020,"Gold Coast","Charlie Ballard"
"6142",72,"17",2020,"Essendon","Matt Guelfi"
"6143",72,"17",2020,"Richmond","Jack Graham"
"6144",72,"17",2020,"Melbourne","Oskar Baker"
"6145",72,"17",2020,"North Melbourne","Shaun Higgins"
"6146",72,"17",2020,"Greater Western Sydney","Tim Taranto"
"6147",71,"17",2020,"West Coast","Brad Sheppard"
"6148",71,"17",2020,"Geelong","Jake Kolodjashnij"
"6149",71,"17",2020,"Western Bulldogs","Josh Bruce"
"6150",71,"17",2020,"Hawthorn","Tom Mitchell"
"6151",71,"17",2020,"Sydney","Dylan Stephens"
"6152",71,"17",2020,"Gold Coast","Jarrod Witts"
"6153",70,"17",2020,"Geelong","Lachie Henderson"
"6154",70,"17",2020,"Richmond","Tom J. Lynch"
"6155",70,"17",2020,"Geelong","Zach Tuohy"
"6156",70,"17",2020,"Hawthorn","Chad Wingard"
"6157",70,"17",2020,"Western Bulldogs","Alex Keath"
"6158",70,"17",2020,"Adelaide","Brodie Smith"
"6159",70,"17",2020,"Carlton","David Cuningham"
"6160",70,"17",2020,"Brisbane Lions","Zac Bailey"
"6161",70,"17",2020,"Port Adelaide","Tom Jonas"
"6162",69,"17",2020,"Sydney","Justin McInerney"
"6163",69,"17",2020,"Sydney","Ryan Clarke"
"6164",69,"17",2020,"Sydney","Tom Papley"
"6165",69,"17",2020,"St Kilda","Ben Paton"
"6166",69,"17",2020,"Gold Coast","Sam Collins"
"6167",69,"17",2020,"Hawthorn","Jaeger O'Meara"
"6168",69,"17",2020,"Western Bulldogs","Ryan Gardner"
"6169",69,"17",2020,"North Melbourne","Robbie Tarrant"
"6170",69,"17",2020,"Greater Western Sydney","Jeremy Cameron"
"6171",68,"17",2020,"Brisbane Lions","Dayne Zorko"
"6172",68,"17",2020,"Hawthorn","Ben McEvoy"
"6173",68,"17",2020,"St Kilda","Bradley Hill"
"6174",68,"17",2020,"Hawthorn","Blake Hardwick"
"6175",67,"17",2020,"Melbourne","Bayley Fritsch"
"6176",67,"17",2020,"Greater Western Sydney","Jeremy Finlayson"
"6177",67,"17",2020,"Collingwood","Taylor Adams"
"6178",67,"17",2020,"Hawthorn","Will Day"
"6179",66,"17",2020,"Brisbane Lions","Charlie Cameron"
