"","season","player_id","player_name","player_team","cluster","match_round","match_id","match_date","match_home_team","match_away_team","game_outcome","game_margin","roll_avg","coaches_votes","kicks","marks","handballs","disposals","effective_disposals","goals","tackles","rebounds","inside_fifties","clearances","clangers","contested_possessions","uncontested_possessions","marks_inside_fifty","one_percenters","goal_assists","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","contest_def_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","marks_on_lead","pressure_acts","rating_points","score_launches","shots_at_goal","spoils","mean_votes_pg","kicked_bag","huge_game","experience","upset_expected","real_impact_proxy","leader"
"31",2020,12016,"Josh Caddy","Richmond","Low impact",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0948515304761927,0,0.588235294117647,0.625,0.266666666666667,0.466666666666667,0.578947368421053,0,0.6,0.111111111111111,0.555555555555556,0.2,0.428571428571429,0.117647058823529,0.555555555555556,0,0.1,1,0.645569620253165,0.588235294117647,0,0.5,0.5,0.524207011686144,0.666666666666667,0.3,0,0,0.294117647058824,0.538461538461538,0,0.111111111111111,0.5,0.28,0.406113537117904,0.166666666666667,0,0,0,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
"32",2020,12180,"Nick Vlastuin","Richmond","Running half back",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0612615248833648,0,0.352941176470588,0.25,0,0.2,0.263157894736842,0,0.6,0.555555555555556,0,0,0,0.235294117647059,0.0555555555555556,0,0.4,0,0.278481012658228,0.529411764705882,0,0,0,0.464106844741235,0.222222222222222,0.3,0.125,0,0.294117647058824,0.384615384615385,0,0.222222222222222,0,0.16,0.493449781659389,0,0,0.333333333333333,0.146520146520146,"No","No","Experienced","Expected_Win","Impact Rewarded","Not Captain"
"33",2020,12341,"Kane Lambert","Richmond","Midfielder",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.190049171262461,0,0.352941176470588,0.375,0.466666666666667,0.433333333333333,0.526315789473684,0.25,0.4,0.222222222222222,0,0.4,0.142857142857143,0.352941176470588,0.5,0.2,0.2,0.5,0.544303797468354,0.647058823529412,0,1,0.8,0.363939899833055,0.222222222222222,0.2,0,0,0.294117647058824,0.307692307692308,0.333333333333333,0.222222222222222,0,0.28,0.283842794759825,0.166666666666667,0.4,0,0.170940170940171,"No","No","Inexperienced","Expected_Win","Impact Rewarded","Not Captain"
"34",2020,12379,"Toby Nankervis","Richmond","Ruckman",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.072337054805781,0,0.0588235294117647,0.125,0.333333333333333,0.2,0.263157894736842,0,0.2,0,0.111111111111111,0.1,0.571428571428571,0.235294117647059,0.111111111111111,0,0.1,0,0.177215189873418,0.0294117647058824,0.125,0,0.2,0.115191986644407,0.111111111111111,0.2,0,0,0.117647058823529,0.0769230769230769,0,0.333333333333333,0,0.32,0.222707423580786,0.166666666666667,0,0.111111111111111,0.0854700854700855,"No","No","Inexperienced","Expected_Win","Impact Rewarded","Not Captain"
"35",2020,12409,"Daniel Rioli","Richmond","Small forward",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0207147020580191,4,0.470588235294118,0.375,0.2,0.366666666666667,0.526315789473684,0.75,0.6,0,0.111111111111111,0,0.142857142857143,0.294117647058824,0.277777777777778,0.2,0.1,0,0.670886075949367,0.735294117647059,0,0,0.9,0.435726210350584,0.333333333333333,0.1,0,0,0.176470588235294,0.538461538461538,0.666666666666667,0.444444444444444,0.5,0.4,0.746724890829694,0,0.6,0.111111111111111,0,"No","No","Inexperienced","Expected_Win","Moderate impact","Not Captain"
"36",2020,12425,"Jayden Short","Richmond","Running half back",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.00941577366273596,0,0.764705882352941,0.625,0.0666666666666667,0.466666666666667,0.684210526315789,0,0.4,0.444444444444444,0.111111111111111,0,0,0.176470588235294,0.555555555555556,0,0.1,0,0.632911392405063,0.607843137254902,0,0,0.1,0.878130217028381,0.666666666666667,0.3,0.375,0,0.411764705882353,1,0,0.111111111111111,0,0.28,0.318777292576419,0,0,0.111111111111111,0,"No","No","Inexperienced","Expected_Win","Impact Rewarded","Not Captain"
"37",2020,12440,"Jason Castagna","Richmond","Small forward",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0197282876743039,0,0.294117647058824,0.125,0.133333333333333,0.233333333333333,0.315789473684211,0.75,0.6,0.111111111111111,0.333333333333333,0,0,0,0.388888888888889,0,0.2,0,0.481012658227848,0.53921568627451,0,0,0.4,0.295492487479132,0.111111111111111,0,0.125,0,0.647058823529412,0.307692307692308,0,0,0,0.76,0.576419213973799,0,0.6,0.222222222222222,0.0732600732600732,"No","No","Inexperienced","Expected_Win","Impact Rewarded","Not Captain"
"38",2020,12464,"Nathan Broad","Richmond","Key defender",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0,0,0.470588235294118,0.5,0,0.266666666666667,0.368421052631579,0,0.2,0.444444444444444,0,0,0.285714285714286,0.0588235294117647,0.333333333333333,0,0.6,0,0.253164556962025,0.284313725490196,0,0,0.2,0.300500834724541,0.333333333333333,0.2,0.375,0,0.235294117647059,0.538461538461538,0,0.111111111111111,0,0.08,0.152838427947598,0.166666666666667,0,0.666666666666667,0,"No","No","Inexperienced","Expected_Win","Impact Rewarded","Not Captain"
"39",2020,12537,"Ivan Soldo","Richmond","Ruckman",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0,0,0.235294117647059,0.25,0.333333333333333,0.3,0.421052631578947,0,0.6,0.222222222222222,0.111111111111111,0.5,0,0.529411764705882,0.111111111111111,0.2,0.3,0,0.69620253164557,0.745098039215686,0.125,1,0.7,0.247078464106845,0,0.1,0.125,0,0.470588235294118,0.230769230769231,0.333333333333333,0.333333333333333,0.5,0.48,0.65938864628821,0.666666666666667,0.2,0.222222222222222,0,"No","No","Inexperienced","Expected_Win","Moderate impact","Not Captain"
"40",2020,12542,"Shai Bolton","Richmond","Star",1,15615,"2020-03-19","Richmond","Carlton","Win",24,0.0647334439313097,0,0.647058823529412,0.75,0.0666666666666667,0.4,0.421052631578947,0.75,0.4,0.111111111111111,0.333333333333333,0.1,0.285714285714286,0.176470588235294,0.5,0.4,0.1,0.5,0.848101265822785,0.764705882352941,0.125,0,0.7,0.719532554257095,0.222222222222222,0,0,0,0.294117647058824,0.615384615384615,0.666666666666667,0.222222222222222,0,0.48,0.65938864628821,0,0.8,0.111111111111111,0.240384615384615,"No","No","Inexperienced","Expected_Win","Moderate impact","Not Captain"
